Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
USAP;114434;USD;2018;FY;2018-12-31;2019-02-20;2021-02-17;8132632;8347692;10662000;18918000;3292000;-16265000;;;;;16607000;-15378000;;;-15378000;;-29347000;33111000;2655000;3884000
USAP;114434;USD;2019;FY;2019-12-31;2020-02-19;2022-02-17;8778753;8873719;4275000;19133000;873000;-28690000;;;;;-4409000;-17354000;;;-17354000;;17371000;471000;17842000;-3921000
USAP;114434;USD;2020;FY;2020-12-31;2021-02-17;2022-02-17;8818974;8818974;-19047000;19449000;-3776000;27185000;;;;;23811000;-9157000;;;-9157000;;-14810000;150000;-14660000;-6000
USCR;819568;USD;2016;FY;2016-12-31;2017-02-28;2019-02-27;15098000;16226000;8900000;54900000;65000000;-12800000;;;;;116000000;-36100000;;-127900000;-171200000;;136900000;300000;127100000;71900000
USCR;819568;USD;2017;FY;2017-12-31;2018-03-01;2019-02-27;15911000;16642000;25600000;67800000;25200000;-23800000;;;;;94800000;-39200000;;-295100000;-334300000;;191200000;2700000;186300000;-53200000
USCR;819568;USD;2018;FY;2018-12-31;2019-02-27;2021-02-24;16500000;16500000;31300000;91800000;16100000;-16400000;;;;;122800000;-19200000;;-72300000;-91700000;;10700000;;-33400000;-2600000
USCR;819568;USD;2019;FY;2019-12-31;2020-02-25;2021-02-24;16400000;16400000;16300000;93200000;30800000;-1500000;;;;;138800000;-39800000;;;-33800000;;-14800000;;-84199999;20600001
USCR;819568;USD;2020;FY;2020-12-31;2021-02-24;2021-02-24;16600000;16600000;24500000;99700000;26800000;30300000;;;;;181300000;-22700000;;-149400000;-172100000;;8600000;;-38700000;-29500000
USFD;365184;USD;2016;FY;2016-12-31;2017-02-28;2019-02-14;200129868;204024726;210000000;421000000;2000000;-84000000;;;;;549000000;-147000000;-493000000;-122000000;-762000000;;-2190000000;6000000;-180000000;-393000000
USFD;365184;USD;2017;FY;2017-12-31;2018-02-27;2019-02-14;222383038;225663785;444000000;378000000;-80000000;7000000;;;;;749000000;-196000000;0;-182000000;-356000000;;-2673000000;-246000000;-405000000;-12000000
USFD;365184;USD;2018;FY;2018-12-31;2019-02-14;2021-02-16;216112021;217825545;407000000;340000000;97000000;-235000000;;;;;609000000;-232000000;;;-232000000;;-417000000;38000000;-391000000;-14000000
USFD;365184;USD;2019;FY;2019-12-31;2020-02-13;2022-02-17;218000000;220000000;385000000;362000000;67000000;-54000000;;;;;760000000;-155000000;;-1832000000;-1987000000;;1231000000;38000000;1220000000;-7000000
USFD;365184;USD;2020;FY;2020-12-31;2021-02-16;2022-02-17;220000000;220000000;-226000000;422000000;63000000;154000000;;;;;413000000;-138000000;;-972000000;-1110000000;;1444000000;21000000;1427000000;730000000
USM;903238;USD;2016;FY;2016-12-31;2017-02-24;2019-02-22;85000000;85000000;49000000;618000000;84000000;-250000000;;;;;501000000;-496000000;0;21000000;-618000000;;-11000000;1000000;-12000000;-129000000
USM;903238;USD;2017;FY;2017-12-31;2018-02-26;2019-02-22;85000000;86000000;15000000;615000000;119000000;-280000000;;;;;469000000;-654000000;-50000000;21000000;-683000000;;-14000000;1000000;-20000000;-234000000
USM;903238;USD;2018;FY;2018-12-31;2019-02-22;2021-02-18;86000000;87000000;164000000;640000000;117000000;-212000000;;;;;709000000;-512000000;-17000000;24000000;-464000000;;-19000000;18000000;-14000000;231000000
USM;903238;USD;2019;FY;2019-12-31;2020-02-25;2022-02-17;86000000;88000000;133000000;702000000;161000000;-272000000;;;;;724000000;-916000000;18000000;41000000;-864000000;;-116000000;-30000000;-152000000;-292000000
USM;903238;USD;2020;FY;2020-12-31;2021-02-18;2022-02-17;86000000;87000000;233000000;683000000;264000000;57000000;;;;;1237000000;-1160000000;-2000000;26000000;-1163000000;;1017000000;-34000000;926000000;1000000000
USNA;741592;USD;2016;FY;2016-12-31;2017-03-01;2018-02-28;24185000;25047000;100041000;13482000;12958000;10549000;;;;;137030000;-32687000;;;-31883000;;0;-64610000;-64860000;32564000
USNA;741592;USD;2017;FY;2017-12-31;2018-02-28;2018-02-28;24349000;24708000;62535000;16110000;37540000;7598000;;;;;123783000;-13198000;;;-12902000;;0;-50000000;-50316000;71357000
USNA;741592;USD;2018;FY;2018-12-31;2019-02-26;2021-03-02;24105000;24642000;126224000;16843000;16801000;-7749000;;;;;152119000;-11052000;-63539000;;-69003000;;;-105375000;-105277000;-33301000
USNA;741592;USD;2019;FY;2019-12-31;2020-02-25;2022-03-01;22644000;22818000;100526000;14743000;20254000;-8790000;;;;;126733000;-16552000;63539000;;47494000;;0;-150000000;-152052000;20454000
USNA;741592;USD;2020;FY;2020-12-31;2021-03-02;2022-03-01;21156000;21256000;124664000;13747000;21434000;556000;;;;;160401000;-15088000;-20000000;;-33961000;;0;-57029000;-59442000;78249000
USX;1035803;USD;2017;FY;2017-12-31;2018-02-09;2020-03-04;6385000;6385000;-3937000;91340000;-12585000;10576000;;;;;85394000;-208234000;;-2219000;-211211000;;134601000;;131771000;5954000
USX;1035803;USD;2018;FY;2018-12-31;2019-03-06;2021-03-02;29470000;30133000;26106000;90831000;25817000;-30407000;;;;;112347000;-168569000;;;-166089000;;-171500000;246616000;66186000;660000
USX;1035803;USD;2019;FY;2019-12-31;2020-03-04;2022-03-01;48788000;48788000;-3043000;90484000;15305000;1003000;;;;;103749000;-73785000;;-5845000;-81630000;;-29887000;349000;-38108000;-4205000
USX;1035803;USD;2020;FY;2020-12-31;2021-03-02;2022-03-01;49528000;50674000;17632000;90116000;24943000;18198000;;;;;150889000;-104723000;;;-111603000;;-37067000;851000;-39468000;-182000
UTHR;438343;USD;2016;FY;2016-12-31;2017-02-22;2019-02-27;43800000;46800000;713700000;31600000;15700000;-117400000;;;;;643600000;-43200000;-36000000;-2100000;48300000;;-8800000;-492300000;-497700000;191200000
UTHR;438343;USD;2017;FY;2017-12-31;2018-02-21;2019-02-27;44000000;44900000;417900000;31000000;103700000;-78400000;;;;;474200000;-77900000;-758800000;;-835600000;;250000000;-210100000;43300000;-317900000
UTHR;438343;USD;2018;FY;2018-12-31;2019-02-27;2021-02-24;43500000;44000000;589200000;35900000;28900000;124400000;;;;;778400000;-184400000;-455400001;-124100000;-820600001;;0;19500000;6300000;-35900001
UTHR;438343;USD;2019;FY;2019-12-31;2020-02-26;2022-02-24;43800000;43800000;-104500000;45900000;30300000;-178300000;;;;;-206600000;-83700000;-239200000;;-335400000;;600000000;13999999;611199999;69199999
UTHR;438343;USD;2020;FY;2020-12-31;2021-02-24;2022-02-24;44200000;44600000;514799999;49900000;127900000;63100000;;;;;755699999;-56900000;-681600000;;-738500000;;-50000000;38500000;-16900000;299999
UTL;704075;USD;2016;FY;2016-12-31;2017-02-02;2019-01-31;13990000;13996000;27100000;46600000;10400000;-15800000;;;;;68300000;-98100000;;;-98100000;-20000000;48100000;1300000;26900000;-2900000
UTL;704075;USD;2017;FY;2017-12-31;2018-02-01;2019-01-31;14095000;14102000;29000000;46900000;11400000;-1100000;;;;;86200000;-119300000;;;-119300000;-20400000;26000000;33000000;36200000;3100000
UTL;704075;USD;2018;FY;2018-12-31;2019-01-31;2021-02-02;14800000;14800000;33000000;50400000;2500000;-7400000;;;;;78500000;-102400000;;;-102400000;-21800000;41400000;1200000;22800000;-1100000
UTL;704075;USD;2019;FY;2019-12-31;2020-01-30;2022-02-01;14900000;14900000;44200000;52000000;100000;8600001;;;;;104900001;-119200000;;;-105800000;-22100000;21700000;1100000;-1700000;-2599999
UTL;704075;USD;2020;FY;2020-12-31;2021-02-02;2022-02-01;15000000;15000000;32200000;54500000;9300000;-20300000;;;;;75700000;-122600000;;;-122600000;-22600000;70900000;1100000;47700000;800000
UTMD;515633;USD;2016;FY;2016-12-31;2017-03-08;2017-03-08;3751000;3766000;12128000;2833000;-387000;-46000;;;;;14528000;-3302000;;;-3302000;-3916000;;376000;-6340000;3018000
UTMD;515633;USD;2017;FY;2017-12-31;2018-03-06;2018-03-06;3718000;3737000;8505000;2773000;5277000;353000;;;;;16908000;-1597000;;;-1597000;-2955000;;302000;-2653000;13579000
UTMD;515633;USD;2018;FY;2018-12-31;2019-03-14;2021-03-26;3730000;3748000;18555000;2956000;-635000;-4042000;;;;;16834000;460000;74000;;534000;-4026000;;-751000;-4777000;11237000
UTMD;515633;USD;2019;FY;2019-12-31;2020-03-16;2022-03-25;3721000;3739000;14727000;6844000;-192000;-4323000;;;;;17056000;-21540000;;;-21540000;-4112000;;-115000;-4227000;-8325000
UTMD;515633;USD;2020;FY;2020-12-31;2021-03-26;2022-03-25;3658000;3672000;10798000;7170000;176000;1993000;;;;;20137000;-860000;;;-860000;-4116000;;-6618000;-10734000;8803000
UUUU;767720;USD;2016;FY;2016-12-31;2017-03-10;2019-03-14;56441058;56441058;-39864000;4258000;12204000;11363000;;;;;-12039000;-260000;0;3242000;3928000;;-3150000;25291000;22178000;14131000
UUUU;767720;USD;2017;FY;2017-12-31;2018-03-12;2019-03-14;70859107;70859107;-27990000;4636000;14749000;-1735000;;;;;-10340000;0;0;0;0;;-4095000;14154000;10424000;625000
UUUU;767720;USD;2018;FY;2018-12-31;2019-03-14;2021-03-22;83475400;83475400;-25362000;3790000;17303000;-3515000;;;;;-7784000;-107000;-23000000;;-20167000;;-10355000;31517000;21613000;-6409000
UUUU;767720;USD;2019;FY;2019-12-31;2020-03-17;2022-03-31;95665367;95665367;-19693490;;19465892;132596;;;;;-95002;;;;;;;;;-96112
UUUU;767720;USD;2020;FY;2020-12-31;2021-03-22;2022-03-15;121168136;121168136;-27872000;2701000;1836000;-8843000;;;;;-32178000;-627000;4208000;;3581000;;-16015000;52881000;36584000;8094000
V;107326;USD;2016;FY;2016-09-30;2016-11-15;2018-11-16;2386250000;2894250000;5991000000;3911000000;-806000000;-3522000000;;;;;5574000000;-523000000;-1307000000;-9082000000;-10916000000;-1350000000;0;8909000000;7477000000;2101000000
V;107326;USD;2017;FY;2017-09-30;2017-11-17;2017-11-17;2305250000;2855250000;6699000000;5121000000;1968000000;-4580000000;;;;;9208000000;-695000000;1774000000;-302000000;735000000;-1579000000;;-4254000000;-5924000000;4255000000
V;107326;USD;2018;FY;2018-09-30;2018-11-16;2020-11-19;2244250000;2781250000;10301000000;6104000000;-1025000000;-2439000000;;;;;12941000000;-718000000;-2136000000;-196000000;-3084000000;-1918000000;-1750000000;-7028000000;-10790000000;-1034000000
V;107326;USD;2019;FY;2019-09-30;2019-11-14;2021-11-18;2194250000;2724250000;12080000000;656000000;6351000000;-6303000000;;;;;12784000000;-756000000;842000000;-699000000;-591000000;-2269000000;;-8445000000;-12061000000;-145000000
V;107326;USD;2020;FY;2020-09-30;2020-11-19;2021-11-18;2145250000;2671250000;10866000000;767000000;7205000000;-8398000000;;;;;10440000000;-736000000;2168000000;-77000000;1427000000;-2664000000;7212000000;-7924000000;-3968000000;8339000000
VAC;340222;USD;2016;FY;2016-12-31;2017-02-23;2018-02-27;27882000;28422000;137348000;21044000;95184000;-112197000;;;;;141379000;34183000;;;34183000;-34195000;53758000;-177830000;-206159000;-35410000
VAC;340222;USD;2017;FY;2017-12-31;2018-02-27;2018-02-27;27078000;27733000;226778000;21494000;-16752000;-89348000;;;;;142172000;-26264000;;;-38364000;-38028000;357101000;-88305000;170737000;277510000
VAC;340222;USD;2018;FY;2018-12-31;2019-03-01;2021-03-01;33300000;34000000;52000000;62000000;172000000;-189000000;;;;;97000000;-40000000;;-1393000000;-1407000000;-51000000;1632000000;-96000000;1433000000;123000000
VAC;340222;USD;2019;FY;2019-12-31;2020-03-02;2022-03-01;43900000;44500000;142000000;141000000;250000000;-151000000;;;;;382000000;5000000;;;37000000;-81000000;261000000;-465000000;-331000000;87000000
VAC;340222;USD;2020;FY;2020-12-31;2021-03-01;2022-03-01;41300000;41300000;-256000000;123000000;266000000;166000000;;;;;299000000;-26000000;;;-32000000;-45000000;191000000;-82000000;23000000;291000000
VALPQ;822750;USD;2016;FY;2016-12-31;2017-02-28;2019-02-28;69775000;69775000;889000000;-139700000;187500000;140600000;;;;;1077400000;-312400000;;0;-575000000;-11600000;-14400000;585500000;529000000;1038400000
VALPQ;822750;USD;2017;FY;2017-12-31;2018-02-27;2019-02-28;83125000;83125000;-305200000;-61600000;560800000;65400000;;;;;259400000;-533900000;;-871600000;-403000000;-13800000;-537000000;0;-570500000;-714300000
VALPQ;822750;USD;2018;FY;2018-12-31;2019-02-28;2021-03-02;108525000;108525000;-636600000;478900000;122800000;-20800000;;;;;-55700000;-415700000;;;-304700000;-17900000;228800000;;188200000;-170300000
VALPQ;822750;USD;2019;FY;2019-12-31;2020-02-21;2022-02-22;173400000;173400000;-192200000;592900000;-641100000;-36500000;;;;;-276900000;-209300000;;931900000;1051600000;-4500000;-937600000;;-952300000;-177900000
VALPQ;822750;USD;2020;FY;2020-12-31;2021-03-02;2022-02-22;198900000;198900000;-4463800000;154800000;4193400000;75800000;;;;;-39800000;21400000;;;21400000;;390100000;;388700000;370200000
